K,n,min_support,max_support,beta,avg_row_support,s_eff,rate,rep,predictor,loss
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,46,adaptive,1.2168910139485236
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,46,cesaro,1.287532691477299
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,46,support-oracle,0.23099492640671032
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,47,MLE,20.43339339930432
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,47,add-one,0.9741709699569768
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,47,add-half,0.9643763872435127
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,47,adaptive,1.2919480895192292
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,47,cesaro,1.2004838533713569
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,47,support-oracle,0.09253741794019184
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,48,MLE,16.86937224855957
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,48,add-one,0.8505501170257882
